game_id,date,season,week,league,away,home,def_int,def_lg,def_sack,def_solo,def_td,def_tot,def_yds,def_ydsl,interceptions_made,sacks,score_ir,score_pts,score_tot,tackles
9889321,2023-08-13,2023,10,CFL,OTT,TOR,,,,,,,,,0.0,0.0,,,,8.0
9889327,2023-08-25,2023,12,CFL,CGY,TOR,,,,,,,,,0.0,0.0,,,,4.0
9889332,2023-09-04,2023,13,CFL,TOR,HAM,,,,,,,,,0.0,0.0,,,,7.0
9889335,2023-09-09,2023,14,CFL,MTL,TOR,,,,,,,,,0.0,0.0,,,,3.0
9889338,2023-09-15,2023,15,CFL,TOR,MTL,,,,,,,,,0.0,2.0,,,,4.0
9889345,2023-09-23,2023,16,CFL,HAM,TOR,,,,,,,,,2.0,0.0,,,,6.0
9889350,2023-10-06,2023,18,CFL,EDM,TOR,,,,,,,,,1.0,0.0,,,,3.0
9889357,2023-10-14,2023,19,CFL,OTT,TOR,,,,,,,,,0.0,1.0,,,,2.0
9889359,2023-10-21,2023,20,CFL,TOR,SSK,,,,,,,,,0.0,0.0,,,,4.0
10798019,2024-06-09,2024,1,CFL,BC,TOR,,,,,,,,,,,,,,7.0
