game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_yds,rush_att,rush_lg,rush_yds,rushing_tds,rushing_yards,score_p,score_pts,score_tot
10798026,2024-06-22,2024,3,CFL,EDM,TOR,1.0,120.0,5.0,,,,,,,,,,,,,,,,,
10798028,2024-06-27,2024,4,CFL,EDM,BC,0.0,81.0,4.0,,,,,,,,,,,,,,,,,
10798039,2024-07-14,2024,6,CFL,OTT,EDM,0.0,17.0,2.0,,,,,,,,,,,,,,,,,
10798040,2024-07-19,2024,7,CFL,EDM,OTT,0.0,25.0,4.0,,,,,,,,,,,,,,,,,
10798047,2024-07-28,2024,8,CFL,HAM,EDM,0.0,26.0,3.0,,,,,,,,,,,,,,,,,
10798050,2024-08-03,2024,9,CFL,EDM,SSK,0.0,15.0,2.0,,,,,,,,,,,,,,,,,
10798055,2024-08-11,2024,10,CFL,BC,EDM,0.0,20.0,3.0,,,,,,,,,,,,,,,,,
10798058,2024-08-17,2024,11,CFL,EDM,HAM,1.0,19.0,2.0,,,,,,,,,,,,,,,,,
10798063,2024-08-25,2024,12,CFL,EDM,MTL,0.0,42.0,4.0,,,,,,,,,,,,,,,,,
10798067,2024-09-02,2024,13,CFL,EDM,CGY,0.0,25.0,3.0,,,,,,,,,,,,,0.0,10.0,,,
10798071,2024-09-07,2024,14,CFL,CGY,EDM,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
10798078,2024-09-21,2024,16,CFL,WPG,EDM,0.0,44.0,3.0,,,,,,,,,,,,,,,,,
10798079,2024-09-27,2024,17,CFL,EDM,WPG,1.0,54.0,3.0,,,,,,,,,,,,,,,,,
10798085,2024-10-05,2024,18,CFL,SSK,EDM,1.0,55.0,4.0,,,,,,,,,,,,,,,,,
10798087,2024-10-12,2024,19,CFL,EDM,CGY,0.0,30.0,4.0,,,,,,,,,,,,,,,,,
10798094,2024-10-25,2024,21,CFL,TOR,EDM,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
11824083,2025-08-09,2025,10,CFL,WPG,CGY,0.0,22.0,3.0,,,,,,,,,,,,,,,,,
11824084,2025-08-14,2025,11,CFL,OTT,WPG,0.0,7.0,2.0,,,,,,,,,,,,,,,,,
11824088,2025-08-21,2025,12,CFL,WPG,MTL,0.0,22.0,2.0,,,,,,,,,,,,,,,,,
11824092,2025-08-31,2025,13,CFL,WPG,SSK,0.0,28.0,3.0,,,,,,,,,,,,,,,,,
11824097,2025-09-06,2025,14,CFL,SSK,WPG,0.0,6.0,1.0,,,,,,,,,,,,,,,,,
11824099,2025-09-12,2025,15,CFL,WPG,HAM,0.0,22.0,3.0,,,,,,,,,,,,,,,,,
11824105,2025-09-20,2025,16,CFL,WPG,OTT,,19.0,1.0,,,,,,,,,,,,,,,,,
11824109,2025-09-27,2025,17,CFL,HAM,WPG,1.0,67.0,3.0,,,,,,,,,,,,,,,,,
11824116,2025-10-11,2025,19,CFL,WPG,EDM,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
